"","sector","state","year","action_occurred"
"709","Financial Activities","Tennessee",2024,0
"710","Financial Activities","Tennessee",2025,0
"711","Financial Activities","Texas",2021,0
"712","Financial Activities","Texas",2022,0
"713","Financial Activities","Texas",2023,0
"714","Financial Activities","Texas",2024,0
"715","Financial Activities","Texas",2025,1
"716","Financial Activities","Utah",2021,0
"717","Financial Activities","Utah",2022,0
"718","Financial Activities","Utah",2023,0
"719","Financial Activities","Utah",2024,0
"720","Financial Activities","Utah",2025,0
"721","Financial Activities","Vermont",2021,0
"722","Financial Activities","Vermont",2022,0
"723","Financial Activities","Vermont",2023,0
"724","Financial Activities","Vermont",2024,0
"725","Financial Activities","Vermont",2025,0
"726","Financial Activities","Virginia",2021,0
"727","Financial Activities","Virginia",2022,0
"728","Financial Activities","Virginia",2023,0
"729","Financial Activities","Virginia",2024,0
"730","Financial Activities","Virginia",2025,0
"731","Financial Activities","Washington",2021,0
"732","Financial Activities","Washington",2022,0
"733","Financial Activities","Washington",2023,0
"734","Financial Activities","Washington",2024,0
"735","Financial Activities","Washington",2025,0
"736","Financial Activities","West Virginia",2021,0
"737","Financial Activities","West Virginia",2022,0
"738","Financial Activities","West Virginia",2023,0
"739","Financial Activities","West Virginia",2024,0
"740","Financial Activities","West Virginia",2025,0
"741","Financial Activities","Wisconsin",2021,0
"742","Financial Activities","Wisconsin",2022,1
"743","Financial Activities","Wisconsin",2023,1
"744","Financial Activities","Wisconsin",2024,0
"745","Financial Activities","Wisconsin",2025,0
"746","Financial Activities","Wyoming",2021,0
"747","Financial Activities","Wyoming",2022,0
"748","Financial Activities","Wyoming",2023,0
"749","Financial Activities","Wyoming",2024,0
"750","Financial Activities","Wyoming",2025,0
"751","Government","Alabama",2021,0
"752","Government","Alabama",2022,1
"753","Government","Alabama",2023,0
"754","Government","Alabama",2024,1
"755","Government","Alabama",2025,1
"756","Government","Alaska",2021,0
"757","Government","Alaska",2022,0
"758","Government","Alaska",2023,0
"759","Government","Alaska",2024,0
"760","Government","Alaska",2025,0
"761","Government","Arizona",2021,0
"762","Government","Arizona",2022,0
"763","Government","Arizona",2023,0
"764","Government","Arizona",2024,1
"765","Government","Arizona",2025,0
"766","Government","Arkansas",2021,0
"767","Government","Arkansas",2022,0
"768","Government","Arkansas",2023,1
"769","Government","Arkansas",2024,1
"770","Government","Arkansas",2025,0
"771","Government","California",2021,1
"772","Government","California",2022,1
"773","Government","California",2023,1
"774","Government","California",2024,1
"775","Government","California",2025,1
"776","Government","Colorado",2021,0
"777","Government","Colorado",2022,1
"778","Government","Colorado",2023,0
"779","Government","Colorado",2024,0
"780","Government","Colorado",2025,1
"781","Government","Connecticut",2021,1
"782","Government","Connecticut",2022,1
"783","Government","Connecticut",2023,0
"784","Government","Connecticut",2024,0
"785","Government","Connecticut",2025,0
"786","Government","Delaware",2021,0
"787","Government","Delaware",2022,0
"788","Government","Delaware",2023,0
"789","Government","Delaware",2024,0
"790","Government","Delaware",2025,0
"791","Government","District of Columbia",2021,0
"792","Government","District of Columbia",2022,0
"793","Government","District of Columbia",2023,1
"794","Government","District of Columbia",2024,1
"795","Government","District of Columbia",2025,1
"796","Government","Florida",2021,0
"797","Government","Florida",2022,0
"798","Government","Florida",2023,1
"799","Government","Florida",2024,0
"800","Government","Florida",2025,1
"801","Government","Georgia",2021,1
"802","Government","Georgia",2022,1
"803","Government","Georgia",2023,0
"804","Government","Georgia",2024,0
"805","Government","Georgia",2025,0
"806","Government","Hawaii",2021,0
"807","Government","Hawaii",2022,0
"808","Government","Hawaii",2023,0
"809","Government","Hawaii",2024,0
"810","Government","Hawaii",2025,0
"811","Government","Idaho",2021,0
"812","Government","Idaho",2022,0
"813","Government","Idaho",2023,0
"814","Government","Idaho",2024,0
"815","Government","Idaho",2025,1
"816","Government","Illinois",2021,1
"817","Government","Illinois",2022,1
"818","Government","Illinois",2023,1
"819","Government","Illinois",2024,1
"820","Government","Illinois",2025,1
"821","Government","Indiana",2021,0
"822","Government","Indiana",2022,0
"823","Government","Indiana",2023,0
"824","Government","Indiana",2024,0
"825","Government","Indiana",2025,0
"826","Government","Iowa",2021,0
"827","Government","Iowa",2022,0
"828","Government","Iowa",2023,0
"829","Government","Iowa",2024,1
"830","Government","Iowa",2025,1
"831","Government","Kansas",2021,0
"832","Government","Kansas",2022,1
"833","Government","Kansas",2023,1
"834","Government","Kansas",2024,0
"835","Government","Kansas",2025,0
"836","Government","Kentucky",2021,0
"837","Government","Kentucky",2022,0
"838","Government","Kentucky",2023,0
"839","Government","Kentucky",2024,1
"840","Government","Kentucky",2025,1
"841","Government","Louisiana",2021,1
"842","Government","Louisiana",2022,1
"843","Government","Louisiana",2023,1
"844","Government","Louisiana",2024,1
"845","Government","Louisiana",2025,0
"846","Government","Maine",2021,1
"847","Government","Maine",2022,0
"848","Government","Maine",2023,1
"849","Government","Maine",2024,0
"850","Government","Maine",2025,0
"851","Government","Maryland",2021,1
"852","Government","Maryland",2022,1
"853","Government","Maryland",2023,1
"854","Government","Maryland",2024,1
"855","Government","Maryland",2025,1
"856","Government","Massachusetts",2021,0
"857","Government","Massachusetts",2022,1
"858","Government","Massachusetts",2023,1
"859","Government","Massachusetts",2024,1
"860","Government","Massachusetts",2025,1
"861","Government","Michigan",2021,0
"862","Government","Michigan",2022,0
"863","Government","Michigan",2023,1
"864","Government","Michigan",2024,1
"865","Government","Michigan",2025,1
"866","Government","Minnesota",2021,1
"867","Government","Minnesota",2022,0
"868","Government","Minnesota",2023,1
"869","Government","Minnesota",2024,1
"870","Government","Minnesota",2025,1
"871","Government","Mississippi",2021,0
"872","Government","Mississippi",2022,1
"873","Government","Mississippi",2023,1
"874","Government","Mississippi",2024,0
"875","Government","Mississippi",2025,0
"876","Government","Missouri",2021,0
"877","Government","Missouri",2022,1
"878","Government","Missouri",2023,1
"879","Government","Missouri",2024,1
"880","Government","Missouri",2025,1
"881","Government","Montana",2021,0
"882","Government","Montana",2022,1
"883","Government","Montana",2023,0
"884","Government","Montana",2024,0
"885","Government","Montana",2025,1
"886","Government","Nebraska",2021,0
"887","Government","Nebraska",2022,1
"888","Government","Nebraska",2023,1
"889","Government","Nebraska",2024,1
"890","Government","Nebraska",2025,1
"891","Government","Nevada",2021,0
"892","Government","Nevada",2022,0
"893","Government","Nevada",2023,0
"894","Government","Nevada",2024,1
"895","Government","Nevada",2025,0
"896","Government","New Hampshire",2021,0
"897","Government","New Hampshire",2022,0
"898","Government","New Hampshire",2023,0
"899","Government","New Hampshire",2024,0
"900","Government","New Hampshire",2025,0
"901","Government","New Jersey",2021,0
"902","Government","New Jersey",2022,1
"903","Government","New Jersey",2023,0
"904","Government","New Jersey",2024,0
"905","Government","New Jersey",2025,0
"906","Government","New Mexico",2021,0
"907","Government","New Mexico",2022,0
"908","Government","New Mexico",2023,0
"909","Government","New Mexico",2024,0
"910","Government","New Mexico",2025,0
"911","Government","New York",2021,1
"912","Government","New York",2022,1
"913","Government","New York",2023,1
"914","Government","New York",2024,1
"915","Government","New York",2025,1
"916","Government","North Carolina",2021,1
"917","Government","North Carolina",2022,1
"918","Government","North Carolina",2023,1
"919","Government","North Carolina",2024,1
"920","Government","North Carolina",2025,0
"921","Government","North Dakota",2021,0
"922","Government","North Dakota",2022,0
"923","Government","North Dakota",2023,0
"924","Government","North Dakota",2024,0
"925","Government","North Dakota",2025,0
"926","Government","Ohio",2021,0
"927","Government","Ohio",2022,1
"928","Government","Ohio",2023,0
"929","Government","Ohio",2024,0
"930","Government","Ohio",2025,0
"931","Government","Oklahoma",2021,0
"932","Government","Oklahoma",2022,0
"933","Government","Oklahoma",2023,0
"934","Government","Oklahoma",2024,0
"935","Government","Oklahoma",2025,0
"936","Government","Oregon",2021,1
"937","Government","Oregon",2022,1
"938","Government","Oregon",2023,1
"939","Government","Oregon",2024,1
"940","Government","Oregon",2025,1
"941","Government","Pennsylvania",2021,1
"942","Government","Pennsylvania",2022,1
"943","Government","Pennsylvania",2023,1
"944","Government","Pennsylvania",2024,1
"945","Government","Pennsylvania",2025,1
"946","Government","Rhode Island",2021,0
"947","Government","Rhode Island",2022,0
"948","Government","Rhode Island",2023,0
"949","Government","Rhode Island",2024,0
"950","Government","Rhode Island",2025,0
"951","Government","South Carolina",2021,1
"952","Government","South Carolina",2022,1
"953","Government","South Carolina",2023,1
"954","Government","South Carolina",2024,1
"955","Government","South Carolina",2025,0
"956","Government","Tennessee",2021,0
"957","Government","Tennessee",2022,0
"958","Government","Tennessee",2023,1
"959","Government","Tennessee",2024,0
"960","Government","Tennessee",2025,0
"961","Government","Texas",2021,0
"962","Government","Texas",2022,0
"963","Government","Texas",2023,1
"964","Government","Texas",2024,0
"965","Government","Texas",2025,1
"966","Government","Utah",2021,0
"967","Government","Utah",2022,0
"968","Government","Utah",2023,0
"969","Government","Utah",2024,0
"970","Government","Utah",2025,0
"971","Government","Vermont",2021,1
"972","Government","Vermont",2022,0
"973","Government","Vermont",2023,0
"974","Government","Vermont",2024,0
"975","Government","Vermont",2025,0
"976","Government","Virginia",2021,1
"977","Government","Virginia",2022,0
"978","Government","Virginia",2023,1
"979","Government","Virginia",2024,1
"980","Government","Virginia",2025,1
"981","Government","Washington",2021,1
"982","Government","Washington",2022,1
"983","Government","Washington",2023,1
"984","Government","Washington",2024,0
"985","Government","Washington",2025,1
"986","Government","West Virginia",2021,0
"987","Government","West Virginia",2022,0
"988","Government","West Virginia",2023,1
"989","Government","West Virginia",2024,0
"990","Government","West Virginia",2025,0
"991","Government","Wisconsin",2021,0
"992","Government","Wisconsin",2022,0
"993","Government","Wisconsin",2023,0
"994","Government","Wisconsin",2024,0
"995","Government","Wisconsin",2025,0
"996","Government","Wyoming",2021,0
"997","Government","Wyoming",2022,0
"998","Government","Wyoming",2023,0
"999","Government","Wyoming",2024,0
"1000","Government","Wyoming",2025,1
"1001","Information","Alabama",2021,1
"1002","Information","Alabama",2022,0
"1003","Information","Alabama",2023,0
"1004","Information","Alabama",2024,1
"1005","Information","Alabama",2025,0
"1006","Information","Alaska",2021,0
"1007","Information","Alaska",2022,1
"1008","Information","Alaska",2023,0
"1009","Information","Alaska",2024,0
"1010","Information","Alaska",2025,0
"1011","Information","Arizona",2021,0
"1012","Information","Arizona",2022,1
"1013","Information","Arizona",2023,0
"1014","Information","Arizona",2024,0
"1015","Information","Arizona",2025,0
"1016","Information","Arkansas",2021,0
"1017","Information","Arkansas",2022,0
"1018","Information","Arkansas",2023,0
"1019","Information","Arkansas",2024,0
"1020","Information","Arkansas",2025,0
"1021","Information","California",2021,1
"1022","Information","California",2022,1
"1023","Information","California",2023,1
"1024","Information","California",2024,1
"1025","Information","California",2025,0
"1026","Information","Colorado",2021,0
"1027","Information","Colorado",2022,1
"1028","Information","Colorado",2023,0
"1029","Information","Colorado",2024,1
"1030","Information","Colorado",2025,0
"1031","Information","Connecticut",2021,0
"1032","Information","Connecticut",2022,0
"1033","Information","Connecticut",2023,0
"1034","Information","Connecticut",2024,1
"1035","Information","Connecticut",2025,0
"1036","Information","Delaware",2021,0
"1037","Information","Delaware",2022,0
"1038","Information","Delaware",2023,0
"1039","Information","Delaware",2024,0
"1040","Information","Delaware",2025,0
"1041","Information","District of Columbia",2021,1
"1042","Information","District of Columbia",2022,0
"1043","Information","District of Columbia",2023,1
"1044","Information","District of Columbia",2024,0
"1045","Information","District of Columbia",2025,0
"1046","Information","Florida",2021,1
"1047","Information","Florida",2022,1
"1048","Information","Florida",2023,0
"1049","Information","Florida",2024,0
"1050","Information","Florida",2025,0
"1051","Information","Georgia",2021,0
"1052","Information","Georgia",2022,1
"1053","Information","Georgia",2023,0
"1054","Information","Georgia",2024,0
"1055","Information","Georgia",2025,0
"1056","Information","Hawaii",2021,0
"1057","Information","Hawaii",2022,0
"1058","Information","Hawaii",2023,1
"1059","Information","Hawaii",2024,0
"1060","Information","Hawaii",2025,0
"1061","Information","Idaho",2021,0
"1062","Information","Idaho",2022,0
"1063","Information","Idaho",2023,0
"1064","Information","Idaho",2024,0
"1065","Information","Idaho",2025,0
"1066","Information","Illinois",2021,1
"1067","Information","Illinois",2022,1
"1068","Information","Illinois",2023,1
"1069","Information","Illinois",2024,1
"1070","Information","Illinois",2025,0
"1071","Information","Indiana",2021,0
"1072","Information","Indiana",2022,0
"1073","Information","Indiana",2023,1
"1074","Information","Indiana",2024,0
"1075","Information","Indiana",2025,0
"1076","Information","Iowa",2021,0
"1077","Information","Iowa",2022,1
"1078","Information","Iowa",2023,0
"1079","Information","Iowa",2024,0
"1080","Information","Iowa",2025,0
"1081","Information","Kansas",2021,0
"1082","Information","Kansas",2022,0
"1083","Information","Kansas",2023,0
"1084","Information","Kansas",2024,0
"1085","Information","Kansas",2025,0
"1086","Information","Kentucky",2021,0
"1087","Information","Kentucky",2022,0
"1088","Information","Kentucky",2023,0
"1089","Information","Kentucky",2024,0
"1090","Information","Kentucky",2025,0
"1091","Information","Louisiana",2021,0
"1092","Information","Louisiana",2022,0
"1093","Information","Louisiana",2023,0
"1094","Information","Louisiana",2024,0
"1095","Information","Louisiana",2025,0
"1096","Information","Maine",2021,0
"1097","Information","Maine",2022,0
"1098","Information","Maine",2023,0
"1099","Information","Maine",2024,0
"1100","Information","Maine",2025,0
"1101","Information","Maryland",2021,1
"1102","Information","Maryland",2022,0
"1103","Information","Maryland",2023,0
"1104","Information","Maryland",2024,1
"1105","Information","Maryland",2025,0
"1106","Information","Massachusetts",2021,1
"1107","Information","Massachusetts",2022,0
"1108","Information","Massachusetts",2023,1
"1109","Information","Massachusetts",2024,1
"1110","Information","Massachusetts",2025,0
"1111","Information","Michigan",2021,0
"1112","Information","Michigan",2022,0
"1113","Information","Michigan",2023,1
"1114","Information","Michigan",2024,0
"1115","Information","Michigan",2025,0
"1116","Information","Minnesota",2021,0
"1117","Information","Minnesota",2022,1
"1118","Information","Minnesota",2023,0
"1119","Information","Minnesota",2024,0
"1120","Information","Minnesota",2025,0
"1121","Information","Mississippi",2021,0
"1122","Information","Mississippi",2022,0
"1123","Information","Mississippi",2023,0
"1124","Information","Mississippi",2024,0
"1125","Information","Mississippi",2025,0
"1126","Information","Missouri",2021,0
"1127","Information","Missouri",2022,1
"1128","Information","Missouri",2023,1
"1129","Information","Missouri",2024,0
"1130","Information","Missouri",2025,0
"1131","Information","Montana",2021,0
"1132","Information","Montana",2022,0
"1133","Information","Montana",2023,0
"1134","Information","Montana",2024,0
"1135","Information","Montana",2025,0
"1136","Information","Nebraska",2021,0
"1137","Information","Nebraska",2022,0
"1138","Information","Nebraska",2023,0
"1139","Information","Nebraska",2024,0
"1140","Information","Nebraska",2025,0
"1141","Information","Nevada",2021,0
"1142","Information","Nevada",2022,0
"1143","Information","Nevada",2023,0
"1144","Information","Nevada",2024,0
"1145","Information","Nevada",2025,0
"1146","Information","New Hampshire",2021,0
"1147","Information","New Hampshire",2022,0
"1148","Information","New Hampshire",2023,0
"1149","Information","New Hampshire",2024,0
"1150","Information","New Hampshire",2025,0
"1151","Information","New Jersey",2021,0
"1152","Information","New Jersey",2022,1
"1153","Information","New Jersey",2023,1
"1154","Information","New Jersey",2024,0
"1155","Information","New Jersey",2025,0
"1156","Information","New Mexico",2021,0
"1157","Information","New Mexico",2022,0
"1158","Information","New Mexico",2023,0
"1159","Information","New Mexico",2024,0
"1160","Information","New Mexico",2025,0
"1161","Information","New York",2021,1
"1162","Information","New York",2022,1
"1163","Information","New York",2023,1
"1164","Information","New York",2024,1
"1165","Information","New York",2025,0
"1166","Information","North Carolina",2021,0
"1167","Information","North Carolina",2022,0
"1168","Information","North Carolina",2023,1
"1169","Information","North Carolina",2024,0
"1170","Information","North Carolina",2025,0
"1171","Information","North Dakota",2021,0
"1172","Information","North Dakota",2022,0
"1173","Information","North Dakota",2023,0
"1174","Information","North Dakota",2024,0
"1175","Information","North Dakota",2025,0
"1176","Information","Ohio",2021,0
"1177","Information","Ohio",2022,0
"1178","Information","Ohio",2023,0
"1179","Information","Ohio",2024,0
"1180","Information","Ohio",2025,0
"1181","Information","Oklahoma",2021,0
"1182","Information","Oklahoma",2022,0
"1183","Information","Oklahoma",2023,0
"1184","Information","Oklahoma",2024,0
"1185","Information","Oklahoma",2025,0
"1186","Information","Oregon",2021,0
"1187","Information","Oregon",2022,1
"1188","Information","Oregon",2023,1
"1189","Information","Oregon",2024,0
"1190","Information","Oregon",2025,0
"1191","Information","Pennsylvania",2021,0
"1192","Information","Pennsylvania",2022,1
"1193","Information","Pennsylvania",2023,0
"1194","Information","Pennsylvania",2024,0
"1195","Information","Pennsylvania",2025,0
"1196","Information","Rhode Island",2021,0
"1197","Information","Rhode Island",2022,0
"1198","Information","Rhode Island",2023,0
"1199","Information","Rhode Island",2024,0
"1200","Information","Rhode Island",2025,0
"1201","Information","South Carolina",2021,0
"1202","Information","South Carolina",2022,0
"1203","Information","South Carolina",2023,0
"1204","Information","South Carolina",2024,1
"1205","Information","South Carolina",2025,0
"1206","Information","Tennessee",2021,0
"1207","Information","Tennessee",2022,0
"1208","Information","Tennessee",2023,0
"1209","Information","Tennessee",2024,0
"1210","Information","Tennessee",2025,0
"1211","Information","Texas",2021,0
"1212","Information","Texas",2022,1
"1213","Information","Texas",2023,1
"1214","Information","Texas",2024,1
"1215","Information","Texas",2025,1
"1216","Information","Utah",2021,0
"1217","Information","Utah",2022,0
"1218","Information","Utah",2023,0
"1219","Information","Utah",2024,0
"1220","Information","Utah",2025,0
"1221","Information","Vermont",2021,0
"1222","Information","Vermont",2022,0
"1223","Information","Vermont",2023,0
"1224","Information","Vermont",2024,0
"1225","Information","Vermont",2025,0
"1226","Information","Virginia",2021,0
"1227","Information","Virginia",2022,1
"1228","Information","Virginia",2023,0
"1229","Information","Virginia",2024,0
"1230","Information","Virginia",2025,0
"1231","Information","Washington",2021,0
"1232","Information","Washington",2022,1
"1233","Information","Washington",2023,1
"1234","Information","Washington",2024,1
"1235","Information","Washington",2025,0
"1236","Information","West Virginia",2021,0
"1237","Information","West Virginia",2022,0
"1238","Information","West Virginia",2023,0
"1239","Information","West Virginia",2024,0
"1240","Information","West Virginia",2025,0
"1241","Information","Wisconsin",2021,0
"1242","Information","Wisconsin",2022,0
"1243","Information","Wisconsin",2023,0
"1244","Information","Wisconsin",2024,0
"1245","Information","Wisconsin",2025,0
"1246","Information","Wyoming",2021,0
"1247","Information","Wyoming",2022,0
"1248","Information","Wyoming",2023,0
"1249","Information","Wyoming",2024,0
"1250","Information","Wyoming",2025,0
"1251","Leisure and Hospitality","Alabama",2021,0
"1252","Leisure and Hospitality","Alabama",2022,1
"1253","Leisure and Hospitality","Alabama",2023,1
"1254","Leisure and Hospitality","Alabama",2024,0
"1255","Leisure and Hospitality","Alabama",2025,0
"1256","Leisure and Hospitality","Alaska",2021,0
"1257","Leisure and Hospitality","Alaska",2022,0
"1258","Leisure and Hospitality","Alaska",2023,0
"1259","Leisure and Hospitality","Alaska",2024,0
"1260","Leisure and Hospitality","Alaska",2025,0
"1261","Leisure and Hospitality","Arizona",2021,1
"1262","Leisure and Hospitality","Arizona",2022,1
"1263","Leisure and Hospitality","Arizona",2023,1
"1264","Leisure and Hospitality","Arizona",2024,1
"1265","Leisure and Hospitality","Arizona",2025,0
"1266","Leisure and Hospitality","Arkansas",2021,0
"1267","Leisure and Hospitality","Arkansas",2022,0
"1268","Leisure and Hospitality","Arkansas",2023,0
"1269","Leisure and Hospitality","Arkansas",2024,0
"1270","Leisure and Hospitality","Arkansas",2025,0
"1271","Leisure and Hospitality","California",2021,1
"1272","Leisure and Hospitality","California",2022,1
"1273","Leisure and Hospitality","California",2023,1
"1274","Leisure and Hospitality","California",2024,1
"1275","Leisure and Hospitality","California",2025,1
"1276","Leisure and Hospitality","Colorado",2021,1
"1277","Leisure and Hospitality","Colorado",2022,1
"1278","Leisure and Hospitality","Colorado",2023,1
"1279","Leisure and Hospitality","Colorado",2024,0
"1280","Leisure and Hospitality","Colorado",2025,1
"1281","Leisure and Hospitality","Connecticut",2021,1
"1282","Leisure and Hospitality","Connecticut",2022,0
"1283","Leisure and Hospitality","Connecticut",2023,1
"1284","Leisure and Hospitality","Connecticut",2024,1
"1285","Leisure and Hospitality","Connecticut",2025,1
"1286","Leisure and Hospitality","Delaware",2021,0
"1287","Leisure and Hospitality","Delaware",2022,0
"1288","Leisure and Hospitality","Delaware",2023,0
"1289","Leisure and Hospitality","Delaware",2024,0
"1290","Leisure and Hospitality","Delaware",2025,0
"1291","Leisure and Hospitality","District of Columbia",2021,1
"1292","Leisure and Hospitality","District of Columbia",2022,1
"1293","Leisure and Hospitality","District of Columbia",2023,1
"1294","Leisure and Hospitality","District of Columbia",2024,1
"1295","Leisure and Hospitality","District of Columbia",2025,1
"1296","Leisure and Hospitality","Florida",2021,1
"1297","Leisure and Hospitality","Florida",2022,1
"1298","Leisure and Hospitality","Florida",2023,1
"1299","Leisure and Hospitality","Florida",2024,1
"1300","Leisure and Hospitality","Florida",2025,1
"1301","Leisure and Hospitality","Georgia",2021,1
"1302","Leisure and Hospitality","Georgia",2022,1
"1303","Leisure and Hospitality","Georgia",2023,1
"1304","Leisure and Hospitality","Georgia",2024,1
"1305","Leisure and Hospitality","Georgia",2025,1
"1306","Leisure and Hospitality","Hawaii",2021,1
"1307","Leisure and Hospitality","Hawaii",2022,1
"1308","Leisure and Hospitality","Hawaii",2023,0
"1309","Leisure and Hospitality","Hawaii",2024,1
"1310","Leisure and Hospitality","Hawaii",2025,1
"1311","Leisure and Hospitality","Idaho",2021,0
"1312","Leisure and Hospitality","Idaho",2022,0
"1313","Leisure and Hospitality","Idaho",2023,0
"1314","Leisure and Hospitality","Idaho",2024,0
"1315","Leisure and Hospitality","Idaho",2025,0
"1316","Leisure and Hospitality","Illinois",2021,1
"1317","Leisure and Hospitality","Illinois",2022,1
"1318","Leisure and Hospitality","Illinois",2023,1
"1319","Leisure and Hospitality","Illinois",2024,1
"1320","Leisure and Hospitality","Illinois",2025,1
"1321","Leisure and Hospitality","Indiana",2021,1
"1322","Leisure and Hospitality","Indiana",2022,1
"1323","Leisure and Hospitality","Indiana",2023,1
"1324","Leisure and Hospitality","Indiana",2024,1
"1325","Leisure and Hospitality","Indiana",2025,1
"1326","Leisure and Hospitality","Iowa",2021,0
"1327","Leisure and Hospitality","Iowa",2022,1
"1328","Leisure and Hospitality","Iowa",2023,1
"1329","Leisure and Hospitality","Iowa",2024,1
"1330","Leisure and Hospitality","Iowa",2025,0
"1331","Leisure and Hospitality","Kansas",2021,1
"1332","Leisure and Hospitality","Kansas",2022,1
"1333","Leisure and Hospitality","Kansas",2023,0
"1334","Leisure and Hospitality","Kansas",2024,0
"1335","Leisure and Hospitality","Kansas",2025,0
"1336","Leisure and Hospitality","Kentucky",2021,1
"1337","Leisure and Hospitality","Kentucky",2022,1
"1338","Leisure and Hospitality","Kentucky",2023,1
"1339","Leisure and Hospitality","Kentucky",2024,0
"1340","Leisure and Hospitality","Kentucky",2025,0
"1341","Leisure and Hospitality","Louisiana",2021,0
"1342","Leisure and Hospitality","Louisiana",2022,0
"1343","Leisure and Hospitality","Louisiana",2023,1
"1344","Leisure and Hospitality","Louisiana",2024,0
"1345","Leisure and Hospitality","Louisiana",2025,0
"1346","Leisure and Hospitality","Maine",2021,1
"1347","Leisure and Hospitality","Maine",2022,1
"1348","Leisure and Hospitality","Maine",2023,1
"1349","Leisure and Hospitality","Maine",2024,0
"1350","Leisure and Hospitality","Maine",2025,0
"1351","Leisure and Hospitality","Maryland",2021,1
"1352","Leisure and Hospitality","Maryland",2022,1
"1353","Leisure and Hospitality","Maryland",2023,1
"1354","Leisure and Hospitality","Maryland",2024,1
"1355","Leisure and Hospitality","Maryland",2025,0
"1356","Leisure and Hospitality","Massachusetts",2021,1
"1357","Leisure and Hospitality","Massachusetts",2022,1
"1358","Leisure and Hospitality","Massachusetts",2023,1
"1359","Leisure and Hospitality","Massachusetts",2024,1
"1360","Leisure and Hospitality","Massachusetts",2025,1
"1361","Leisure and Hospitality","Michigan",2021,1
"1362","Leisure and Hospitality","Michigan",2022,1
"1363","Leisure and Hospitality","Michigan",2023,1
"1364","Leisure and Hospitality","Michigan",2024,1
"1365","Leisure and Hospitality","Michigan",2025,0
"1366","Leisure and Hospitality","Minnesota",2021,0
"1367","Leisure and Hospitality","Minnesota",2022,1
"1368","Leisure and Hospitality","Minnesota",2023,1
"1369","Leisure and Hospitality","Minnesota",2024,1
"1370","Leisure and Hospitality","Minnesota",2025,1
"1371","Leisure and Hospitality","Mississippi",2021,0
"1372","Leisure and Hospitality","Mississippi",2022,0
"1373","Leisure and Hospitality","Mississippi",2023,0
"1374","Leisure and Hospitality","Mississippi",2024,0
"1375","Leisure and Hospitality","Mississippi",2025,0
"1376","Leisure and Hospitality","Missouri",2021,1
"1377","Leisure and Hospitality","Missouri",2022,1
"1378","Leisure and Hospitality","Missouri",2023,1
"1379","Leisure and Hospitality","Missouri",2024,1
"1380","Leisure and Hospitality","Missouri",2025,1
"1381","Leisure and Hospitality","Montana",2021,0
"1382","Leisure and Hospitality","Montana",2022,0
"1383","Leisure and Hospitality","Montana",2023,0
"1384","Leisure and Hospitality","Montana",2024,0
"1385","Leisure and Hospitality","Montana",2025,1
"1386","Leisure and Hospitality","Nebraska",2021,1
"1387","Leisure and Hospitality","Nebraska",2022,0
"1388","Leisure and Hospitality","Nebraska",2023,1
"1389","Leisure and Hospitality","Nebraska",2024,0
"1390","Leisure and Hospitality","Nebraska",2025,0
"1391","Leisure and Hospitality","Nevada",2021,1
"1392","Leisure and Hospitality","Nevada",2022,1
"1393","Leisure and Hospitality","Nevada",2023,1
"1394","Leisure and Hospitality","Nevada",2024,1
"1395","Leisure and Hospitality","Nevada",2025,0
"1396","Leisure and Hospitality","New Hampshire",2021,0
"1397","Leisure and Hospitality","New Hampshire",2022,1
"1398","Leisure and Hospitality","New Hampshire",2023,0
"1399","Leisure and Hospitality","New Hampshire",2024,0
"1400","Leisure and Hospitality","New Hampshire",2025,0
"1401","Leisure and Hospitality","New Jersey",2021,0
"1402","Leisure and Hospitality","New Jersey",2022,1
"1403","Leisure and Hospitality","New Jersey",2023,1
"1404","Leisure and Hospitality","New Jersey",2024,1
"1405","Leisure and Hospitality","New Jersey",2025,0
"1406","Leisure and Hospitality","New Mexico",2021,1
"1407","Leisure and Hospitality","New Mexico",2022,1
"1408","Leisure and Hospitality","New Mexico",2023,0
"1409","Leisure and Hospitality","New Mexico",2024,0
"1410","Leisure and Hospitality","New Mexico",2025,0
"1411","Leisure and Hospitality","New York",2021,1
"1412","Leisure and Hospitality","New York",2022,1
"1413","Leisure and Hospitality","New York",2023,1
"1414","Leisure and Hospitality","New York",2024,1
"1415","Leisure and Hospitality","New York",2025,1
"1416","Leisure and Hospitality","North Carolina",2021,1
"1417","Leisure and Hospitality","North Carolina",2022,1
"1418","Leisure and Hospitality","North Carolina",2023,1
"1419","Leisure and Hospitality","North Carolina",2024,0
"1420","Leisure and Hospitality","North Carolina",2025,0
"1421","Leisure and Hospitality","North Dakota",2021,0
"1422","Leisure and Hospitality","North Dakota",2022,0
"1423","Leisure and Hospitality","North Dakota",2023,0
"1424","Leisure and Hospitality","North Dakota",2024,0
"1425","Leisure and Hospitality","North Dakota",2025,0
"1426","Leisure and Hospitality","Ohio",2021,1
"1427","Leisure and Hospitality","Ohio",2022,1
"1428","Leisure and Hospitality","Ohio",2023,1
"1429","Leisure and Hospitality","Ohio",2024,0
"1430","Leisure and Hospitality","Ohio",2025,0
"1431","Leisure and Hospitality","Oklahoma",2021,1
"1432","Leisure and Hospitality","Oklahoma",2022,0
"1433","Leisure and Hospitality","Oklahoma",2023,0
"1434","Leisure and Hospitality","Oklahoma",2024,0
"1435","Leisure and Hospitality","Oklahoma",2025,0
